id,observed_on,place_guess,latitude,longitude,place_county_name,place_state_name,scientific_name,common_name
284585316,2025-05-23,"SW 344th St, Homestead, FL, US",25.4469366667,-80.5024866667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
284863857,2025-05-28,"SW 192nd Ave, Homestead, FL, US",25.39355,-80.5007383333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
285657014,2025-05-31,"SW 344th St, Homestead, FL, US",25.4472822534,-80.5018430803,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
287164567,2025-06-05,"SE First Ave, Florida City, FL, US",25.44282,-80.4731216667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
287374598,2025-06-06,"SW 192nd Ave, Homestead, FL, US",25.3932434762,-80.5015828567,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
288029356,2025-06-01,"Homestead, FL, US",25.3884075709,-80.4698095153,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
289660883,2025-06-14,"SW 344th St, Homestead, FL, US",25.446848861,-80.5018610693,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
290244876,2025-06-16,"SW 344th St, Homestead, FL, US",25.4472,-80.5020833333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
292110186,2025-06-23,"SW 344th St, Homestead, FL, US",25.4474054969,-80.5020843734,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
292364709,2025-06-24,"Homestead, FL 33034, USA",25.3937972222,-80.5008111111,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
292501179,2025-06-24,"Homestead, FL 33034, USA",25.4470027778,-80.5020833333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
294401019,2025-07-01,"SW 344th St, Homestead, FL, US",25.447571672,-80.502555,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
294481105,2025-07-01,"SW 344th St, Homestead, FL, US",25.4474553622,-80.5025623033,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
296803713,2025-07-10,"Central Florida Zoo & Botanical Gardens, Sanford, FL, US",28.825705,-81.3131333333,Seminole,Florida,Salvator merianae,Argentine Black-and-white Tegu
297479391,2025-05-31,"SW 344th St, Homestead, FL, US",25.4471606858,-80.5024220689,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
298227323,2025-07-15,Homestead,25.495426178,-80.3957748413,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
304750195,2025-08-08,"Florida, US",28.470947913,-81.2110389151,Orange,Florida,Salvator merianae,Argentine Black-and-white Tegu
307835802,2025-08-20,United States,25.8633471787,-80.3137838989,Broward,Florida,Salvator merianae,Argentine Black-and-white Tegu
312277939,2025-09-07,"Technological Ave, Orlando, FL, US",28.59937,-81.2204366667,Orange,Florida,Salvator merianae,Argentine Black-and-white Tegu
